Facility Number,Facility Name,HMIS,Province,District,Division,LOCATION,Sub-Location,Facility Type,Agency,Latitude,Longitude
72,NDABIBI DISP,1752,RIFT VALLEY,NAKURU,NAIVASHA,MOINDABI,KIPKONYO,4,MOH,-0.764975,36.2233
73,NDOINET DISP,1753,RIFT VALLEY,NAKURU,KURESOI,KIPTORORO,CHEMATICHNAKURU,4,MOH,-0.41324,35.53622
75,NESSUIT DISP,1751,RIFT VALLEY,NAKURU,NJORO,NESSUIT,NESSUIT,4,MOH,-0.39088,35.89834
77,NYAKIAMBI DISP,2831,RIFT VALLEY,NAKURU,ELBURGON,MARIASHONI,NDOSHWA,4,MOH,-0.33124,35.86123
78,NYAMAMITHI DISP,2828,RIFT VALLEY,NAKURU,MBOGOINI,WASEGES,NYAMAMITHI,4,MOH,0.11517,36.22108
79,NYAMATHI DISP,4617,RIFT VALLEY,NAKURU,NAIVASHA,HELL'S GATE,MIRERA,4,MOH,-0.77738,36.51153
80,NYS GILGIL DISP,1723,RIFT VALLEY,NAKURU,GILGIL,GILGIL,GILGIL,4,MOH,-0.47958,36.31161
81,NYS NAIVASHA DISP,1747,RIFT VALLEY,NAKURU,NAIVASHA,NAIVASHA EAST,MUNUNGA,4,MOH,-0.64834,36.48788
82,OGILGEI DISP,4613,RIFT VALLEY,NAKURU,NJORO,NGATA,NGATA,4,MOH,-0.29438,35.9559
85,OLRONGAI DISP,4631,RIFT VALLEY,NAKURU,RONGAI,KAMPI YA MOTO,MENENGAI,4,MOH,-0.177176,36.0089
86,PCEA  DISP,4627,RIFT VALLEY,NAKURU,NJORO,NJORO,NJORONAKURU,4,MISS,-0.32113,35.94395
87,PCEA NAKURU WEST DISP,0,RIFT VALLEY,NAKURU,NAKURU MUNI.,KAPTEMBWO,VIWANDA,4,MISS,-0.28905,36.05525
88,PCEA UMOJA DISP,4424,RIFT VALLEY,NAKURU,RONGAI,RONGAI,RONGAINAKURU,4,MISS,-0.20712,35.93096
89,PWANI DISP,3987,RIFT VALLEY,NAKURU,LARE,NAISHI,PWANI,4,MOH,-0.39012,36.02324
90,RARE DISP,1755,RIFT VALLEY,NAKURU,LARE,LARE,NGURIGA,4,MOH,-0.44341,36.0069
91,ROCCO DISP,1756,RIFT VALLEY,NAKURU,NAIVASHA,MALEWA,TARAMBETE,4,MOH,-0.75123,36.29123
96,ST. CLAIRE DISP,0,RIFT VALLEY,NAKURU,ELBURGON,ELBURGON,ELBURGON,4,MISS,-0.299628,35.811834
2,AROSE DISP,0,NYANZA,RACHUONYO,,,,4,MOH,0.00E+00,0.00E+00
4,CCM SHIRIKISHO DISP,4505,NYANZA,RACHUONYO,,,,4,MISS,0.00E+00,0.00E+00
0,CHOUWE DISP,0,NYANZA,RACHUONYO,EAST KARACHUONYO,WANGCHIENG,KOBALO,4,MOH,0.00E+00,0.00E+00
5,CHUTH BER DISP,4500,NYANZA,RACHUONYO,,,,4,MOH,0.00E+00,0.00E+00
0,MANGIMA DISP,0,NYANZA,RACHUONYO,KASIPUL,KONUONGA,KONUUNGA,4,MOH,0.00E+00,0.00E+00
29,OMIRO DISP,0,NYANZA,RACHUONYO,,,,4,MOH,0.00E+00,0.00E+00
0,OMIRO DISP,0,NYANZA,RACHUONYO,KASIPUL,KAKELO,KAMROTH,4,MOH,0.00E+00,0.00E+00
0,BAR ALENGO DISP,0,NYANZA,SIAYA,KAREMO,SOUTH ALEGO,BAR ALENGO,4,MOH,0.00E+00,0.00E+00
0,BAR UCHUTH DISP,0,NYANZA,SIAYA,UKWALA,NORTH UGENYA,,4,MOH,0.00E+00,0.00E+00
0,JERA DISP,0,NYANZA,SIAYA,UKWALA,NORTH WEST UGENYA,,4,MOH,0.00E+00,0.00E+00
0,NYANG?_ DISP,0,NYANZA,SIAYA,UKWALA,NORTH UGENYA,,4,MOH,0.00E+00,0.00E+00
0,SIMENYA DISP,0,NYANZA,SIAYA,UGUNJA,SOUTH UGENYA,,4,MOH,0.00E+00,0.00E+00
0,ROWO DISP ST MARCELLINE,0,NYANZA,SUBA,CENTRAL,KAKSINGRI WEST,KAKSINGRI,4,MISS,0.00E+00,0.00E+00
0,CHEPTURU AIC DISP,0,RIFT VALLEY,BARINGO,,,,4,MISS,0.00E+00,0.00E+00
0,KABARNET ADP DISP,0,RIFT VALLEY,BARINGO,,,,4,MISS,0.00E+00,0.00E+00
0,KIBIRIOKWONIN DISP,0,RIFT VALLEY,BARINGO,,,,4,MISS,0.00E+00,0.00E+00
0,CHEBABANGO DISP,0,RIFT VALLEY,BOMET,MUTARAKWA,KIPTULWA,CHEBOLE,4,MOH,0.00E+00,0.00E+00
0,CHELELACH DISP,0,RIFT VALLEY,BOMET,SIONGIROI,BINGWA,CHELELACH,4,MOH,0.00E+00,0.00E+00
0,KAMONGIL DISP,0,RIFT VALLEY,BOMET,SIGOR,KABOSON,KAMONGIL,4,MOH,0.00E+00,0.00E+00
0,KAPKIMOLWA DISP,0,RIFT VALLEY,BOMET,LONGISA,KAPKIMOLWA,KAPKIMOLWA,4,MOH,0.00E+00,0.00E+00
0,KAPOLESEROI DISP,0,RIFT VALLEY,BOMET,SIONGIROI,BINGWA,KAPOLESEROI,4,MOH,0.00E+00,0.00E+00
0,KIPLELJI DISP,0,RIFT VALLEY,BOMET,BOMET CENTRAL,CHESOEN,KIPLELGI,4,MOH,0.00E+00,0.00E+00
0,KIPSINGEI DISP,0,RIFT VALLEY,BOMET,NDANAI,NDANAI,KIPSINGEI,4,MOH,0.00E+00,0.00E+00
0,KIRICHA DISP,0,RIFT VALLEY,BOMET,NDANAI,KAPKELEI,SUGORIAN,4,MOH,0.00E+00,0.00E+00
0,NDAMICHONIK DISP,0,RIFT VALLEY,BOMET,SIONGIROI,MAKIMENY,NDAMICHONIK,4,MOH,0.00E+00,0.00E+00
0,OLDEBESI DISP,0,RIFT VALLEY,BOMET,NDANAI,KAPKELEI,OLDEBESI,4,MOH,0.00E+00,0.00E+00
0,GUALALUPE DISP,0,RIFT VALLEY,BURET,,,,4,MISS,0.00E+00,0.00E+00
0,KAPSOGUT DISP,0,RIFT VALLEY,BURET,RORET,KAPSOGUT,KAPSOGUT,4,MOH,0.00E+00,0.00E+00
0,KAPTEBENGWO DISP,0,RIFT VALLEY,BURET,SOTIK,RONGENA,KIPNGOSOS,4,MOH,0.00E+00,0.00E+00
43,KIPTORE SDA DISP,2718,RIFT VALLEY,BURET,,,,4,MISS,0.00E+00,0.00E+00
0,YAKWAI H C,0,RIFT VALLEY,BURET,BURET,TECHOGET,AROKYET,4,MOH,0.00E+00,0.00E+00
0,AIC KAJIADO DISP,0,RIFT VALLEY,KAJIADO,CENTRAL,,,4,MISS,0.00E+00,0.00E+00
0,EMUKUTANO DISP,0,RIFT VALLEY,KAJIADO,MASHURU,NGAMA,NGAMA,4,MOH,0.00E+00,0.00E+00
0,IGNET DISP,0,RIFT VALLEY,KAJIADO,LOITOKTOK,,,4,MOH,0.00E+00,0.00E+00
0,NAMOJA DISP,0,RIFT VALLEY,KAJIADO,NGONG,,,4,MOH,0.00E+00,0.00E+00
0,KAMAGET DISP,0,RIFT VALLEY,KERICHO,SIGOWET,KEBENETI,KEBENETI,4,MOH,0.00E+00,0.00E+00
0,KAPLELARTET DISP,0,RIFT VALLEY,KERICHO,SIGOWET,KIPLELARTET,KIPLELARTET,4,MOH,0.00E+00,0.00E+00
0,KIMULOT DISP,3179,RIFT VALLEY,KERICHO,,,,4,MISS,0.00E+00,0.00E+00
0,KIPLALMAT DISP,0,RIFT VALLEY,KERICHO,,,,4,MOH,0.00E+00,0.00E+00
0,LELU DISP,0,RIFT VALLEY,KERICHO,KIPKELION,KIPSEGI,LELU,4,MOH,0.00E+00,0.00E+00
0,MARIWA DISP,0,RIFT VALLEY,KERICHO,CHILCHILA,KOKWET,KOKWET,4,MOH,0.00E+00,0.00E+00
1,AIC DISP,4452,RIFT VALLEY,KOIBATEK,,,,4,MISS,0.00E+00,0.00E+00
0,NGUMBERETI DISP,0,RIFT VALLEY,KOIBATEK,MOGOTIO,MOGOTIO,MOGOTIO,4,MOH,0.00E+00,0.00E+00
0,SORE DISP,0,RIFT VALLEY,KOIBATEK,SIRWA,SONE,SONE,4,MOH,0.00E+00,0.00E+00
5,GHOME DISP,2389,RIFT VALLEY,LAIKIPIA,,,,4,MOH,0.00E+00,0.00E+00
6,GITUNDAGA DISP,1691,RIFT VALLEY,LAIKIPIA,,,,4,MOH,0.00E+00,0.00E+00
11,KIMAIYO DISP,0,RIFT VALLEY,LAIKIPIA,,,,4,MOH,0.00E+00,0.00E+00
20,MIFUGO DISP,3834,RIFT VALLEY,LAIKIPIA,,,,4,MISS,0.00E+00,0.00E+00
43,SHARMANECK DISP,1702,RIFT VALLEY,LAIKIPIA,,,,4,MOH,0.00E+00,0.00E+00
0,CHEMWOROR DISP,0,RIFT VALLEY,MARAKWET,TIRAP,SABIRIR,CHEMOROR,4,MOH,0.00E+00,0.00E+00
0,CHESUBET DISP,0,RIFT VALLEY,MARAKWET,KAPCHEROP,KAMOI,KAMOI,4,MOH,0.00E+00,0.00E+00
0,IMMACULATE HEART OF MARY DISP,0,RIFT VALLEY,MARAKWET,TUNYO,MOCIL,MOCIL,4,MISS,0.00E+00,0.00E+00
16,KALWAL DISP,3450,RIFT VALLEY,MARAKWET,,,,4,MOH,0.00E+00,0.00E+00
0,KAMASIA DISP,0,RIFT VALLEY,MARAKWET,KAPYEGO,KAPTICH,KAMASIA,4,MOH,0.00E+00,0.00E+00
20,KANIODO DISP,0,RIFT VALLEY,MARAKWET,,,,4,MOH,0.00E+00,0.00E+00
21,KAPCHELAL DISP,0,RIFT VALLEY,MARAKWET,,,,4,MISS,0.00E+00,0.00E+00
0,KAPTIONY DISP,0,RIFT VALLEY,MARAKWET,KAPCHEROP,KAPTIONY,KAPTIONY,4,MOH,0.00E+00,0.00E+00
0,KARARIA DISP,0,RIFT VALLEY,MARAKWET,KAPYEGO,KAPYEGO,KARARIA,4,MOH,0.00E+00,0.00E+00
0,KOITUGUN DISP,0,RIFT VALLEY,MARAKWET,,,,4,MOH,0.00E+00,0.00E+00
33,LITER AIC DISP,2017,RIFT VALLEY,MARAKWET,,,,4,MISS,0.00E+00,0.00E+00
0,NERKWO DISP,0,RIFT VALLEY,MARAKWET,CHEBIEMIT,,,4,MOH,0.00E+00,0.00E+00
0,SEGUT DISP,0,RIFT VALLEY,MARAKWET,KAPYEGO,KAPTICH,,4,MOH,0.00E+00,0.00E+00
2,AIC OL-JORAI DISP,0,RIFT VALLEY,NAKURU,,,,4,MISS,0.00E+00,0.00E+00
12,CONVENTION MEDICAL DISP,0,RIFT VALLEY,NAKURU,,,,4,NGO,0.00E+00,0.00E+00
22,GOOD SAMARITAN DISP,3843,RIFT VALLEY,NAKURU,,,,4,MISS,0.00E+00,0.00E+00
84,OLJORAI DISP,4634,RIFT VALLEY,NAKURU,,,,4,MISS,0.00E+00,0.00E+00
93,SHARIMA DISP,3841,RIFT VALLEY,NAKURU,,,,4,MISS,0.00E+00,0.00E+00
99,ST. MARTIN'S DISP,3643,RIFT VALLEY,NAKURU,MOLO,MOLO,MOLO,4,MISS,-0.241789,35.72882
100,STATE HOUSE NAKURU DISP,1758,RIFT VALLEY,NAKURU,NAKURU MUNI.,CENTRAL,AFRAHA,4,MOH,-0.28154,36.08157
102,SUBUKU FULL GOSPEL DISP,4614,RIFT VALLEY,NAKURU,NJORO,KIHINGO,LUSIRU,4,MISS,-0.40184,35.96352
103,TERET DISP,1761,RIFT VALLEY,NAKURU,MAUCHE,TERET,TERET,4,MOH,-0.45114,35.94684
104,TINET DISP,4625,RIFT VALLEY,NAKURU,KERINGET,TINET,KAPNANDA,4,MOH,-0.47866,35.61255
2,CHEPKUMIA DISP,0,RIFT VALLEY,NANDI,KAPSABET,CHEPKUMA,CHEBOITE,4,MOH,0.11292,34.9535
3,CHEPKUMIA PEFA DISP,2049,RIFT VALLEY,NANDI,KAPSABET,CHEPKUMA,CHEPKUMA,4,MISS,0.137412,34.937776
5,CHEPTERIT MISSION DISP,2050,RIFT VALLEY,NANDI,KOSIRAI,CHEPTERIT,SEGUTNANDI,4,MISS,0.23985,35.1263
6,CHEPTERWAI DISP,2051,RIFT VALLEY,NANDI,KIPKAREN,KAPKOIMUR,KAPKOIMUR,4,MOH,0.52203,34.9656
7,KABIEMIT DISP,0,RIFT VALLEY,NANDI,KIPKAREN,KABIEMIT,KAPLEMUR,4,MOH,0.521044,35.073836
8,KABIRISANG DISP,2053,RIFT VALLEY,NANDI,KILIBWONI,KABIRIRSANG,UNDERIT,4,MOH,0.173029,35.1622
10,KABRISANG DISP,4420,RIFT VALLEY,NANDI,KILIBWONI,KABIRIRSANG,KABIRIRSANG,4,MOH,0.171938,35.167341
11,KABUNYERIA DISP,2055,RIFT VALLEY,NANDI,NANDI HILLS,SIRET,TAITO,4,MOH,0.09436,35.2259
15,KAPCHUMBA DISP,0,RIFT VALLEY,NANDI,KOSIRAI,NGECHEK,LELBOINETNANDI,4,MOH,0.287142,35.196595
18,KAPKERER MISSION DISP,2414,RIFT VALLEY,NANDI,ALDAI,KAPKERER,KAPKERER,4,MISS,0.01381,34.7982
19,KAPKOLEI DISP,2058,RIFT VALLEY,NANDI,ALDAI,KAPKOLEI,KIMOLWO,4,MOH,0.01703,34.9996
21,KAPSABET FOREST DISP,1882,RIFT VALLEY,NANDI,KAPSABET,KAPSABET,KAMOBO,4,MOH,0.19234,35.0608
23,KAPSENGER DISP,4418,RIFT VALLEY,NANDI,ALDAI,TERIK,KAPSENGERENANDI,4,MOH,-0.01034,34.757311
24,KAPSISIYWA DISP,2060,RIFT VALLEY,NANDI,KAPSABET,KAPSISIYWA,TALAINANDI,4,MOH,0.312137,35.0656
25,KAPTUMEK DISP,2062,RIFT VALLEY,NANDI,ALDAI,MARABA,KAPTUMEK,4,MOH,-0.01964,34.8252
28,KEBEN DISP,4316,RIFT VALLEY,NANDI,KILIBWONI,KOILOT,KEBEN,4,MOH,0.148469,35.313199
30,KIBWARENG DISP,0,RIFT VALLEY,NANDI,ALDAI,KIBWARENG,KIBWARENG,4,MOH,0.010753,34.9498
34,KIMONDI FOREST DISP,2065,RIFT VALLEY,NANDI,KAPSABET,KAPSABET,KAMOBO,4,MOH,0.18,35.05
36,KIMWANI DISP,4419,RIFT VALLEY,NANDI,NANDI HILLS,CHEMILIL,KIMWANI,4,MOH,0.007213,35.175167
38,KIPSAMOITE DISP,2093,RIFT VALLEY,NANDI,KABIYET,SANGALO,KIPSAMOITE,4,MOH,0.32675,34.9779
39,KOBUJOI FOREST DISP,2069,RIFT VALLEY,NANDI,ALDAI,CHEBILAT,KIPTARUSWO,4,MOH,0.06592,34.9359
41,KOMBE DISP,4312,RIFT VALLEY,NANDI,KAPSABET,KAPTEL,KOMBENANDI,4,MOH,0.24473,35.0404
42,KOYO DISP,0,RIFT VALLEY,NANDI,KAPTUMO,KOYO,KOYO,4,MOH,0.036805,35.0542
43,LESSOS DISP,1893,RIFT VALLEY,NANDI,KAPSABET,KIPTUIYA,KIPTUIYA,4,MISS,0.216206,34.9885
44,LOLMININGAI DISP,2072,RIFT VALLEY,NANDI,KILIBWONI,LOLMININGAI,LOLMININGAI,4,MOH,0.24945,35.2292
45,MARABA DISP,2073,RIFT VALLEY,NANDI,ALDAI,MARABA,TIRIKWO,4,MOH,0.00738,34.8999
46,MARICH DISP,0,RIFT VALLEY,NANDI,KIPKAREN,KIPKAREN,LABORET,4,MISS,0.52,35.042
47,MBOGO VALLEY DISP,4315,RIFT VALLEY,NANDI,TINDERET,TINDERET,MBOGO VALLEY,4,MISS,-0.068176,35.3058
49,MOSORIOT R H T C / COLLEGE DISP,2098,RIFT VALLEY,NANDI,KOSIRAI,KOSIRAI,NDAPTABWA,4,MOH,0.291822,35.15
51,NDALAT MISSION DISP,2075,RIFT VALLEY,NANDI,KIPKAREN,NDALAT,NDALAT,4,MISS,0.536293,35.1105
52,NGECHEK DISP,0,RIFT VALLEY,NANDI,KOSIRAI,NGECHEK,NGECHEK,4,MOH,0.304435,35.22366
53,SEREM DISP NANDI,2079,RIFT VALLEY,NANDI,ALDAI,MUGEN,TIBINGOT,4,MOH,0.064964,34.8589
54,SERENGONI FOREST DISP,2080,RIFT VALLEY,NANDI,TINDERET,KAPKOROS,KAPKOROSNANDI,4,MOH,0.07386,35.3645
55,SETEK S F T DISP,2082,RIFT VALLEY,NANDI,TINDERET,METEITEI,METEITEI,4,MOH,0.00844,35.388
56,SIRET TEA DISP,2081,RIFT VALLEY,NANDI,NANDI HILLS,SIRET,SIRETNANDI,4,MOH,0.070201,35.245644
57,SIRONOI DISP,1991,RIFT VALLEY,NANDI,KAPSABET,CHEMUNDU,KAPTILDIL,4,MISS,0.28086,35.095
58,SOBAR RIVER DISP,2432,RIFT VALLEY,NANDI,TINDERET,KABIRER,CHERONDO,4,MOH,0.04726,35.3019
59,ST. MARY'S TACHASIS DISP,1969,RIFT VALLEY,NANDI,TINDERET,METEITEI,TACHASISNANDI,4,MISS,0.008637,35.355125
60,TACHASIS MISSION DISP,2453,RIFT VALLEY,NANDI,TINDERET,KAMELIL,KAMELILNANDI,4,MISS,0.02504,35.4134
61,TAITO DISP,4417,RIFT VALLEY,NANDI,NANDI HILLS,SIRET,TAITO,4,MOH,0.087399,35.230986
2,AITONG DISP,1792,RIFT VALLEY,NAROK,MARA,AITONG,MARARIANDA,4,MISS,-1.19959,35.2267
7,ELANGATA ENTERIT DISP,1796,RIFT VALLEY,NAROK,OSUPUKO,NTUKA,NTUKA,4,MISS,-1.47849,35.9195
10,ENAIBOR AJIKJIK DISP,1809,RIFT VALLEY,NAROK,MAU,UPPER MELILI,ENAIBOR AJIJIK,4,MOH,-0.785478,36.1361
11,ENDONYO ERINKA DISP,3232,RIFT VALLEY,NAROK,MARA,OLKINYEI,OLKINYEIMARA,4,MISS,-1.230595,35.394696
12,ENOOSUPUKIA DISP,1798,RIFT VALLEY,NAROK,MAU,ENOOSUPUKIA,ENOOSUPUKIA,4,MISS,-0.983551,36.236823
15,ENTOLTOL DISP,3220,RIFT VALLEY,NAROK,OLOKURTO,ENABELIBEL,KISIRIRI,4,MOH,-0.940773,35.879847
16,ERRETO DISP,3659,RIFT VALLEY,NAROK,MAU,SUSWA,OLOIKARERE,4,MOH,-1.153255,36.201253
0,EWASO NYIRO CMF DISP,0,RIFT VALLEY,NAROK,CENTRAL,NKARETA,OLELESHWA,4,MISS,-1.150858,35.761779
17,EWASO NYIRO DISP,1825,RIFT VALLEY,NAROK,CENTRAL,LOWER MELILI,NAROK TOWN,4,MOH,-1.10613,35.8072
22,KOJONGA DISP,1802,RIFT VALLEY,NAROK,MAU,ILDAMAT,OLOPIKINDONGOE,4,MOH,-0.987466,36.0485
23,LEMEK DISP,2394,RIFT VALLEY,NAROK,OLOLULUNGA,LEMEK,LEMEK,4,MISS,-1.08942,35.3992
24,MAJIMOTO DISP,1803,RIFT VALLEY,NAROK,OSUPUKO,MAJI MOTO,MAJI MOTONAROK,4,MISS,-1.31828,35.7932
25,MARA  RIANTA DISP,1805,RIFT VALLEY,NAROK,MARA,AITONG,MARARIANDA,4,MISS,-1.23758,35.122153
28,MEGWARA DISP,1806,RIFT VALLEY,NAROK,MARA,SIANA,SIANA,4,MOH,-1.51594,35.4804
29,MORIJO LOITA DISP,1807,RIFT VALLEY,NAROK,LOITA,MORIJO LOITA,MORIJO LOITA,4,MOH,-1.71902,35.8357
30,MULOT CATHOLIC  DISP,2395,RIFT VALLEY,NAROK,MULOT,MULOT,MULOT,4,MISS,-0.953029,35.4373
31,NAIKARRA DISP,1810,RIFT VALLEY,NAROK,MARA,NAIKARA,LESHUTA,4,MISS,-1.66159,35.6406
37,NGIITO DISP,4443,RIFT VALLEY,NAROK,MULOT,ILMOTIOK,ILMOTIOKNAROK,4,MISS,-0.841822,35.5282
38,NKARETA DISP,1814,RIFT VALLEY,NAROK,CENTRAL,NKARETA,NKARETA,4,MOH,-0.943775,35.791
39,NKORI-NKORI DISP,3225,RIFT VALLEY,NAROK,OLOLULUNGA,OLOLULUNGA,NKORIKORI,4,MOH,-1.03713,35.519
40,OLASITI AIC DISP,3221,RIFT VALLEY,NAROK,MAU,SUSWA,OLOIKARERE,4,MISS,-1.11438,36.2234
41,OLCHORO DISP,1815,RIFT VALLEY,NAROK,MAU,OLCHORRO,SONKORO,4,MOH,-0.834423,35.9651
0,OLDERKESI DISP,0,RIFT VALLEY,NAROK,MARA,OLDERKESI,OLDERKESI,4,MISS,-1.758662,35.571198
42,OLDONYO RUIKA DISP,1816,RIFT VALLEY,NAROK,MARA,AITONG,AITONG,4,MISS,-1.27459,35.162
43,OLENDEEM DISP,3210,RIFT VALLEY,NAROK,MAU,OLCHORRO,OLCHORRO,4,MISS,-0.801074,36.0145
46,OLKOROI DISP,3979,RIFT VALLEY,NAROK,MARA,OLDERKESI,OLDERKESI,4,MISS,-1.697801,35.557139
0,OLMEKENYU DISP,0,RIFT VALLEY,NAROK,OLOLULUNGA,MELELO,MELELO,4,MISS,-0.867123,35.632407
47,OLMESUTIE DISP,1818,RIFT VALLEY,NAROK,LOITA,OLMESUTIE,OLMESUTIE,4,MOH,-1.9071,35.6802
49,OLOLPIRONITO DISP,1833,RIFT VALLEY,NAROK,OLOKURTO,OLORROPIL,TOPOTI,4,MOH,-0.904242,35.907
50,OLOLTOTO DISP,0,RIFT VALLEY,NAROK,CENTRAL,NKARETA,OLELESHWA,4,MISS,-1.1589,35.8438
53,OLOROPIL DISP,3137,RIFT VALLEY,NAROK,OLOKURTO,OLORROPIL,OLORROPIL,4,MISS,-0.739858,35.9341
54,OLORTE DISP,0,RIFT VALLEY,NAROK,LOITA,OLORTE,OLORTE,4,MISS,-2.01113,35.8383
55,OLPASIMORU DISP,1819,RIFT VALLEY,NAROK,OLOKURTO,OLPUSIMORU,OLPUSIMORU,4,MOH,-0.56756,35.725
57,SAKUTIEK DISP,1835,RIFT VALLEY,NAROK,MAU,UPPER MELILI,SAKUTIEK,4,MOH,-0.869979,36.135248
58,SEKENANI DISP,3222,RIFT VALLEY,NAROK,MARA,KOYAKI,SEKENANI,4,MOH,-1.44312,35.393
60,SIYAPEI DISP,1821,RIFT VALLEY,NAROK,CENTRAL,LOWER MELILI,NAROK TOWN,4,MISS,-1.08,35.87
64,TALEK DISP,3138,RIFT VALLEY,NAROK,MARA,KOYAKI,KOYAKI,4,MISS,-1.35782,35.2244
2,ARSIM DISP,3066,RIFT VALLEY,SAMBURU,NYIRO,ARSIM,ARSIM,4,MISS,1.86381,37.1846
3,BARAGOI CATHOLIC DISP,2100,RIFT VALLEY,SAMBURU,BARAGOI,ELBARTA,NGILAIBARAGOI,4,MISS,1.73792,36.8579
5,BARSALOI CATHOLIC DISP,3063,RIFT VALLEY,SAMBURU,KIRISIA,BARSALOI,SOIT NAIBOR,4,MISS,1.40232,36.8117
6,BARSALOI DISP,2101,RIFT VALLEY,SAMBURU,KIRISIA,BARSALOI,BARSALOI,4,MOH,1.4362,36.8419
7,KIRIMON NYS DISP,4409,RIFT VALLEY,SAMBURU,LORROKI,KIRIMON,MUGURLORROKI,4,MOH,0.822004,36.9082
8,KIRIMUN DISP,2104,RIFT VALLEY,SAMBURU,LORROKI,KIRIMON,KIRIMONSAMBURU,4,MOH,0.798232,36.8775
9,KISIMA DISP,3071,RIFT VALLEY,SAMBURU,LORROKI,KISIMA,LONGATOLIA,4,MOH,0.94532,36.76301
10,LATAKWENY DISP,3067,RIFT VALLEY,SAMBURU,BARAGOI,LATAKWENY,LATAKWENY,4,MOH,1.5724,37.0924
11,LERATA DISP,3056,RIFT VALLEY,SAMBURU,WASO,WASO EAST,LERATA,4,MOH,0.767468,37.5851
13,LODOKEJEK CATHOLIC DISP,2106,RIFT VALLEY,SAMBURU,LORROKI,KISIMA,MBARINGON,4,MISS,0.994001,36.8848
14,LODONGOKWE DISP,3059,RIFT VALLEY,SAMBURU,WAMBA,NGARONI,NGARONI,4,MOH,0.967432,37.1949
15,LONGEWAN DISP,4442,RIFT VALLEY,SAMBURU,LORROKI,AMAIYA,LONGEWAN,4,MOH,0.8924,36.5312
16,LOOSUK DISP,2107,RIFT VALLEY,SAMBURU,KIRISIA,LOOSUK,LOOSUK,4,MOH,1.0235,36.5878
17,MARALAL CATHOLIC DISP,2109,RIFT VALLEY,SAMBURU,KIRISIA,MARALAL TOWN,NGARI,4,MISS,1.09361,36.70655
19,MARTI DISP,2111,RIFT VALLEY,SAMBURU,BARAGOI,SUYAN,MARTI,4,MOH,1.54775,36.7446
20,MORIJO DISP,3062,RIFT VALLEY,SAMBURU,KIRISIA,ANGATA NANYUKIE,MORIJO,4,MISS,1.38694,36.6579
21,NACHOLA DISP,3074,RIFT VALLEY,SAMBURU,BARAGOI,NACHOLA,NACHOLA,4,MOH,1.77568,36.5782
22,NDONYO UASIN DISP,3086,RIFT VALLEY,SAMBURU,WASO,SELEOLIPI,NDONYO WASIN,4,MOH,1.29185,37.5348
24,NGILAI DISP,3061,RIFT VALLEY,SAMBURU,WAMBA,NGILAI,NGILAIWAMBA,4,NGO,1.31702,37.3544
26,OPIROI DISP,3064,RIFT VALLEY,SAMBURU,KIRISIA,OPIROI,OPIROI,4,MOH,1.19421,36.8415
27,OROMODII DISP,3058,RIFT VALLEY,SAMBURU,WAMBA,NAIRIMIRIMO,SWARI,4,MOH,1.25412,36.95124
28,PORRO DISP,3070,RIFT VALLEY,SAMBURU,KIRISIA,PORO,MALASOPOLO,4,MOH,1.27227,36.5992
29,SAMBURU FRIENDS DISP,0,RIFT VALLEY,SAMBURU,LORROKI,KISIMA,MBARINGON,4,MISS,0.91,36.86
30,SEROLIPI DISP,2115,RIFT VALLEY,SAMBURU,WASO,SELEOLIPI,SEREOLIPI,4,MOH,1.1244,37.6199
31,SIRATA OIROBI DISP,2116,RIFT VALLEY,SAMBURU,KIRISIA,SIRATA-OIROBI,SIRATA-OIROBI,4,MOH,1.05049,36.64855
33,SOUTH HORR DISP,3069,RIFT VALLEY,SAMBURU,NYIRO,SOUTH HORR,SOUTH HORRSAMBU,4,MOH,2.12806,36.8956
35,SUGUTA MARMAR CATHOLIC DISP,2431,RIFT VALLEY,SAMBURU,LORROKI,KISIMA,LMISIGIYOI,4,MISS,0.8254,36.68941
37,SWARI DISP,3060,RIFT VALLEY,SAMBURU,WAMBA,NAIRIMIRIMO,SWARI,4,MOH,1.16879,37.0928
38,TUUM DISP,3068,RIFT VALLEY,SAMBURU,NYIRO,TUUM,TUUM,4,MOH,2.14624,36.7824
39,UPPER HILL FRIENDS DISP,0,RIFT VALLEY,SAMBURU,KIRISIA,LOOSUK,LOOSUK,4,MISS,1.01,36.61
42,WESTGATE DISP,2120,RIFT VALLEY,SAMBURU,WASO,WASO EAST,ARCHERS POST,4,MOH,0.67124,37.48124
2,ANGATA BARRIKOI DISP,0,RIFT VALLEY,TRANS MARA,LOLGORIAN,ANGATA,ANGATA,4,MISS,-1.38382,34.7679
5,EMURUA DIKIRR DISP,0,RIFT VALLEY,TRANS MARA,KIRINDONI,MURKAN,MOGONDO,4,MOH,-0.965325,35.0759
6,EMURUA DIKIRR SDA DISP,0,RIFT VALLEY,TRANS MARA,KIRINDONI,EMARTI,CHEMAMIT,4,MISS,-0.951139,35.1086
8,FSC DISP,0,RIFT VALLEY,TRANS MARA,LOLGORIAN,OLORIEN,OLOLMONGI,4,MISS,-1.25984,34.9009
0,ILIKERIN DISP,1801,RIFT VALLEY,TRANS MARA,KIRINDONI,MURKAN,OLKERIN,4,MOH,-1.049882,35.061875
0,KABOLECHO DISP,0,RIFT VALLEY,TRANS MARA,KIRINDONI,EMARTI,KAPSASIAN,4,MOH,-1.010148,35.141361
