Facility Number,Facility Name,HMIS,Province,District,Division,LOCATION,Sub-Location,Facility Type,Agency,Latitude,Longitude
42,SALAMA DISP,1701,RIFT VALLEY,LAIKIPIA,RUMURUTI,SALAAMA,SALAAMA,4,MOH,0.140788,36.464975
65,OLTEPESI DISP,1534,RIFT VALLEY,KAJIADO,NGONG,CENTRAL KEEKONYOKIE,OLTEPESI,4,MOH,-1.55811,36.4728
12,KIRIMA DISP,403,CENTRAL,NYANDARUA,NDARAGWA,SHAMATA,KIRIMANYANDARUA,4,MOH,-0.186805,36.4765
8,KAHEMBE DISP,4506,CENTRAL,NYANDARUA,NDARAGWA,MATHINGIRA,NDIVAI,4,MOH,0.039534,36.4771
36,OL MORAN DISP,2377,RIFT VALLEY,LAIKIPIA,NGARUA,SIPILI,DONYO-LOIP,4,MOH,0.544768,36.4773
36,KARATE DISP,1729,RIFT VALLEY,NAKURU,NAIVASHA,MALEWA,KARATINAKURU,4,MOH,-0.68848,36.47842
22,ILMAKUTANI DISP,2378,RIFT VALLEY,KAJIADO,CENTRAL,TOROSEI,EMUKUTAN,4,MOH,-2.171036,36.48369
81,NYS NAIVASHA DISP,1747,RIFT VALLEY,NAKURU,NAIVASHA,NAIVASHA EAST,MUNUNGA,4,MOH,-0.64834,36.48788
21,MURUNGARU DISP,405,CENTRAL,NYANDARUA,NORTH KINANGOP,ENGINEER,MURUNGARU,4,MOH,-0.605662,36.4882
15,EWASO KEDONG DISP,1517,RIFT VALLEY,KAJIADO,NGONG,NORTH KEEKONYOKIE,NAJILE,4,MOH,-1.17818,36.4918
17,MANUNGA DISP,404,CENTRAL,NYANDARUA,KIPIPIRI,WANJOHI,WANJOHI,4,MOH,-0.35786,36.4953
48,LONGONOT DISP,1737,RIFT VALLEY,NAKURU,NAIVASHA,LONGONOT,LONGONOT,4,MOH,-0.88025,36.49549
79,NYAMATHI DISP,4617,RIFT VALLEY,NAKURU,NAIVASHA,HELL'S GATE,MIRERA,4,MOH,-0.77738,36.51153
52,WANJOHI HEALTH CENTRE,434,CENTRAL,NYANDARUA,KIPIPIRI,WANJOHI,GATONDO,3,MOH,-0.307129,36.5122
41,OLD MAWINGO DISP,415,CENTRAL,NYANDARUA,KIPIPIRI,KIPIPIRI,MIHARATI,4,MOH,-0.405989,36.5213
54,MARAIGUSHU DISP,2776,RIFT VALLEY,NAKURU,NAIVASHA,NAIVASHA EAST,MARAIGUSHU,4,MOH,-0.74767,36.52529
15,LONGEWAN DISP,4442,RIFT VALLEY,SAMBURU,LORROKI,AMAIYA,LONGEWAN,4,MOH,0.8924,36.5312
41,RUMURUTI HEALTH CENTRE,1710,RIFT VALLEY,LAIKIPIA,RUMURUTI,RUMURUTI,RUMURUTI,3,MOH,0.277738,36.5338
24,NDARAGWA HEALTH CENTRE,407,CENTRAL,NYANDARUA,NDARAGWA,KAHUTHA,MURICHO,3,MOH,-0.040465,36.5441
42,METO DISP,1526,RIFT VALLEY,KAJIADO,NAMANGA,METO,METO,4,MOH,-2.37859,36.5502
4,GETA BUSH DISP,399,CENTRAL,NYANDARUA,KIPIPIRI,WANJOHI,WANJOHI,4,MOH,-0.35786,36.5604
43,MILE 46 HEALTH CENTRE,1547,RIFT VALLEY,KAJIADO,CENTRAL,LOODOKILANI,ELANGATA WUAS,3,MOH,-1.962666,36.562804
44,SHAMATA DISP,417,CENTRAL,NYANDARUA,NATIONAL PARK,NATIONAL PARK,MT. KENYA N. PARK,4,MOH,-0.248593,36.5649
10,KENTON GITWE DISP,3281,CENTRAL,NYANDARUA,SOUTH KINANGOP,MAGUMU,GITWENYANDARUA,4,MOH,-0.882732,36.5649
6,HENI DISP,402,CENTRAL,NYANDARUA,SOUTH KINANGOP,MAGUMU,KARATINYANDARUA,4,MOH,-0.801432,36.5669
72,SAIKERI DISP,1536,RIFT VALLEY,KAJIADO,NGONG,NORTH KEEKONYOKIE,SAIKERI,4,MOH,-1.44956,36.5678
40,PESI DISP,2185,RIFT VALLEY,LAIKIPIA,RUMURUTI,SALAAMA,PESILAIKIPIA,4,MOH,0.093205,36.5707
2,BAMBOO DISP,3940,CENTRAL,NYANDARUA,SOUTH KINANGOP,MAGUMU,MATURAS. KINANGOP,4,MOH,-0.833952,36.5714
53,WERU DISP,426,CENTRAL,NYANDARUA,SOUTH KINANGOP,NJABINI,MURUAKI,4,MOH,-0.681759,36.5747
23,KARAI HEALTH CENTRE,0,CENTRAL,KIAMBU,KIKUYU,KARAI,NACHU,3,MOH,-1.28069,36.5765
51,URUKU DISP,425,CENTRAL,NYANDARUA,NDARAGWA,KAHUTHA,URUKUNYANDARUA,4,MOH,0.03238,36.5779
21,NACHOLA DISP,3074,RIFT VALLEY,SAMBURU,BARAGOI,NACHOLA,NACHOLA,4,MOH,1.77568,36.5782
43,PESI DISP,416,CENTRAL,NYANDARUA,NDARAGWA,SHAMATA,PESINYANDARUA,4,MOH,-0.123716,36.5792
52,MAI-MAHIU HEALTH CENTRE,3844,RIFT VALLEY,NAKURU,NAIVASHA,LONGONOT,MAI MAHIU,3,MOH,-0.97517,36.58334
16,LOOSUK DISP,2107,RIFT VALLEY,SAMBURU,KIRISIA,LOOSUK,LOOSUK,4,MOH,1.0235,36.5878
63,OLOSEOS DISP,3110,RIFT VALLEY,KAJIADO,NGONG,CENTRAL KEEKONYOKIE,KISAMIS,4,MOH,-1.535062,36.589842
64,OLSHOIBOR DISP,1532,RIFT VALLEY,KAJIADO,NGONG,NORTH KEEKONYOKIE,OLOOSHOIBOR,4,MOH,-1.384227,36.591591
3,ENGINEER HEALTH CENTRE,398,CENTRAL,NYANDARUA,NORTH KINANGOP,ENGINEER,GATHARA,3,MOH,-0.610526,36.5919
52,NDEIYA HEALTH CENTRE,3928,CENTRAL,KIAMBU,LIMURU,NDEIYA,NDERU,3,MOH,-1.16975,36.5942
28,PORRO DISP,3070,RIFT VALLEY,SAMBURU,KIRISIA,PORO,MALASOPOLO,4,MOH,1.27227,36.5992
43,LARI HEALTH CENTRE,239,CENTRAL,KIAMBU,LARI,KIRENGA,ESCARPMENT,3,MOH,-1.02791,36.605
53,NDERU DISP,221,CENTRAL,KIAMBU,LIMURU,NDEIYA,NDERU,4,MOH,-1.142793,36.60586
38,KINALE FOREST DISP,217,CENTRAL,KIAMBU,LARI,KINALE,MUKEUKIAMBU,4,MOH,-0.911261,36.61036
47,LUSIGETTI HEALTH CENTRE,2437,CENTRAL,KIAMBU,KIKUYU,KARAI,LUSINGETTI,3,MOH,-1.28,36.6136
39,KINALE HEALTH CENTRE,2452,CENTRAL,KIAMBU,LARI,KINALE,MUKEUKIAMBU,3,MOH,-0.908237,36.6157
0,NANDARASI DISP,0,CENTRAL,NYANDARUA,NORTH KINANGOP,NORTH KINANGOP,KITIRI,4,MOH,-0.525748,36.61817
9,KARANGATHA HEALTH CENTRE,427,CENTRAL,NYANDARUA,SOUTH KINANGOP,NYAKIO,KARANGATHA,3,MOH,-0.78127,36.6182
33,KIENI HEALTH CENTRE,2448,CENTRAL,KIAMBU,LARI,KAMAE,KAMUKOMBI-INI,3,MOH,-0.858108,36.619369
20,KAMAE FOREST DISP,208,CENTRAL,KIAMBU,LARI,KINALE,KINALE,4,MOH,-0.870245,36.624
50,NGONG HEALTH CENTRE,1549,RIFT VALLEY,KAJIADO,NGONG,NGONG,KIBIKO,3,MOH,-1.34101,36.6255
22,MUTARAKWA DISP,406,CENTRAL,NYANDARUA,NORTH KINANGOP,NORTH KINANGOP,KINJA,4,MOH,-0.565601,36.6279
5,GETA FOREST DISP,400,CENTRAL,NYANDARUA,NORTH KINANGOP,NORTH KINANGOP,NANDARASI,4,MOH,-0.486639,36.628
44,LIMURU HEALTH CENTRE,240,CENTRAL,KIAMBU,LIMURU,LIMURU,KAMIRITHU,3,MOH,-1.11593,36.6366
33,NGOBIT DISP,1708,RIFT VALLEY,LAIKIPIA,LAMURIA,NGOBIT,KARIGU-INI,4,MOH,-0.089157,36.6445
10,KIBUKU DISP,0,RIFT VALLEY,LAIKIPIA,RUMURUTI,MUTARA,MUTARA,4,MOH,0.164847,36.6467
32,KIENI FOREST DISP,215,CENTRAL,KIAMBU,LARI,KINALE,MUKEUKIAMBU,4,MOH,-0.921169,36.648379
31,SIRATA OIROBI DISP,2116,RIFT VALLEY,SAMBURU,KIRISIA,SIRATA-OIROBI,SIRATA-OIROBI,4,MOH,1.05049,36.64855
66,TIGONI SUB-DISTRICT HOSPITAL,257,CENTRAL,KIAMBU,LIMURU,TIGONI,ITHANJIKIAMBU,1,MOH,-1.12859,36.6493
19,I CROSS DISP,1518,RIFT VALLEY,KAJIADO,NGONG,NGONG,NGONG TOWNSHIP,4,MOH,-1.359548,36.65548
63,RAGIA FOREST DISP,225,CENTRAL,KIAMBU,LARI,KAMAE,KAMAE,4,MOH,-0.790616,36.661129
33,NJABINI HEALTH CENTRE,432,CENTRAL,NYANDARUA,SOUTH KINANGOP,NJABINI,KIBURU,3,MOH,-0.721433,36.6657
24,MUTARA DISP,2385,RIFT VALLEY,LAIKIPIA,RUMURUTI,MUTARA,MUTARA,4,MOH,0.084521,36.6684
11,GICHURU DISP,198,CENTRAL,KIAMBU,LIMURU,NGECHA,NGECHA,4,MOH,-1.16126,36.6689
64,RAGIA HEALTH CENTRE,2449,CENTRAL,KIAMBU,LARI,KAMAE,KAMAE,3,MOH,-0.791728,36.6759
18,MARALAL DISTRICT HOSPITAL,2126,RIFT VALLEY,SAMBURU,KIRISIA,MARALAL TOWN,MARALAL TOWN,1,MOH,1.1478,36.677
68,UPLANDS DISP,230,CENTRAL,KIAMBU,LARI,LARI,GITHIRIONI,4,MOH,-1.04691,36.6778
7,EMBARINGO DISP,3159,CENTRAL,NYERI,KIENI WEST,GATARAKWA,EMBARINGO,4,MOH,-0.281144,36.682213
14,GITIHA HEALTH CENTRE,2398,CENTRAL,KIAMBU,GITHUNGURI,GITHIGA,GITIHA,3,MOH,-1.0742,36.6896
4,CHURA DISP,0,CENTRAL,KIAMBU,KIKUYU,KABETE,CHURA,4,MOH,-1.21635,36.6896
60,OLOIYANKALANI DISP,4554,RIFT VALLEY,KAJIADO,CENTRAL,ILDAMAT,OLOYIANKALANI,4,MOH,-1.77986,36.69
36,SUGUTA MARMAR HEALTH CENTRE,2124,RIFT VALLEY,SAMBURU,LORROKI,SUGUTA MARMAR,SUGUTA MARMAR,3,MOH,0.8315,36.69225
8,EMURUA  DIKIRR DISP,0,RIFT VALLEY,KAJIADO,NAMANGA,BISSIL,ILPARTIMARO,4,MOH,-2.23,36.69225
41,KIRIITA DISP,213,CENTRAL,KIAMBU,LARI,GATAMAIYU,KAGWE,4,MOH,-0.985135,36.6964
147,DAGORETTI APPROVED SCHOOL DISP,62,NAIROBI,NAIROBI,DAGORETTI,UTHIRU/RUTHIMITU,RUTHIMITU,9,MOH,-1.264086,36.697883
30,KIAWAROGA DISP,326,CENTRAL,KIAMBU,LIMURU,KARAMBAINI,KIAWAROGA,4,MOH,-1.10046,36.702703
60,NYATHUNA HEALTH CENTRE,260,CENTRAL,KIAMBU,KIKUYU,NYATHUNA,KIRANGARIKIAMBU,3,MOH,-1.20204,36.7031
6,GACHOIRE DISP,0,CENTRAL,KIAMBU,LARI,NYANDUMA,GACHOIRE,4,MOH,-0.991187,36.7044
8,GATHANGARI DISP,0,CENTRAL,KIAMBU,GITHUNGURI,GITHIGA,GITIHA,4,MOH,-1.06802,36.7054
22,KAMBURU DISP,4831,CENTRAL,KIAMBU,LARI,KAMBURU,MATIMBEI,4,MOH,-1.01588,36.7082
69,UTHIRU DISP,231,CENTRAL,KIAMBU,KIKUYU,KINOO,UTHIRUKIAMBU,4,MOH,-1.2526,36.7086
55,NDURIRI DISP,3974,CENTRAL,KIAMBU,LARI,NYANDUMA,GACHOIRE,4,MOH,-0.984685,36.70901
0,GAS DISP,3374,EASTERN,MARSABIT,NORTH HORR,GALAS,GALAS,4,MOH,3.22,36.71
58,MUGUNDA DISP,471,CENTRAL,NYERI,KIENI WEST,ENDARASHA,GAKANGA,4,MOH,-0.30123,36.71123
33,KIPETU DISP,0,RIFT VALLEY,KAJIADO,NGONG,SOUTH KEEKONYOKIE,KIPETO,4,MOH,-1.5057,36.723208
46,KABETE TECHNICAL AND TRADE DISP,89,NAIROBI,NAIROBI,WESTLANDS,KITISURU,LORESHO,4,MOH,-1.26114,36.72543
70,WANGIGE HEALTH CENTRE,249,CENTRAL,KIAMBU,KIKUYU,NYATHUNA,KARURAKIKUYU,3,MOH,-1.21737,36.7261
31,KENYA MARBLE DISP,1521,RIFT VALLEY,KAJIADO,CENTRAL,ILDAMAT,OLKILORITIKAJ,4,MOH,-1.9,36.73
155,GITATHURU APPROVED SCHOOL DISP,78,NAIROBI,NAIROBI,WESTLANDS,KITISURU,KITISURU,9,MOH,-1.23608,36.73088
166,KABETE APPROVED SCHOOL DISP,87,NAIROBI,NAIROBI,WESTLANDS,KITISURU,KITISURU,9,MOH,-1.23608,36.73088
167,KABETE JUVENILE REMAND HOME DISP,88,NAIROBI,NAIROBI,WESTLANDS,KITISURU,KITISURU,9,MOH,-1.23679,36.73658
35,KIHARA HEALTH CENTRE,216,CENTRAL,KIAMBU,KIAMBAA,KIHARA,MAHINDI,3,MOH,-1.21091,36.7386
19,KAGWE HEALTH CENTRE,2447,CENTRAL,KIAMBU,LARI,GATAMAIYU,KAGWE,3,MOH,-1.00448,36.7392
26,KARURI HEALTH CENTRE,261,CENTRAL,KIAMBU,KIAMBAA,KIAMBAA,NJIKU,3,MOH,-1.18431,36.7399
19,MARTI DISP,2111,RIFT VALLEY,SAMBURU,BARAGOI,SUYAN,MARTI,4,MOH,1.54775,36.7446
12,GITHIGA HEALTH CENTRE,2401,CENTRAL,KIAMBU,GITHUNGURI,GITHIGA,MATUGUTA,3,MOH,-1.083,36.7462
17,KAGAA HEALTH CENTRE,2400,CENTRAL,KIAMBU,GITHUNGURI,GITHUNGURI,GITHUNGURIKIAMBU,3,MOH,-1.05093,36.7467
35,KITENGELA HEALTH CENTRE,4206,RIFT VALLEY,KAJIADO,CENTRAL,KITENKELA,OLOOSIRIKON,3,MOH,-1.45532,36.7479
192,NAIROBI REMAND & ALLOC. DISP,108,NAIROBI,NAIROBI,KIBERA,LANGATA,LANGATA,9,MOH,-1.31221,36.75112
87,WATUKA DISP,3362,CENTRAL,NYERI,KIENI WEST,GATARAKWA,WATUKA,4,MOH,-0.27412,36.75123
69,ONGATA RONGAI HEALTH CENTRE,1551,RIFT VALLEY,KAJIADO,NGONG,ONGATA RONGAI,LEMELEPO,3,MOH,-1.40735,36.7514
190,NAIROBI JUVENILE DISP,3339,NAIROBI,NAIROBI,KIBERA,LANGATA,LANGATA,9,MOH,-1.312203,36.760619
5,CIANDA DISP,193,CENTRAL,KIAMBU,KIAMBAA,CIANDA,CIANDA,4,MOH,-1.1328,36.7613
9,KISIMA DISP,3071,RIFT VALLEY,SAMBURU,LORROKI,KISIMA,LONGATOLIA,4,MOH,0.94532,36.76301
28,KIMAKIA FOREST DISP,3795,CENTRAL,THIKA,GATANGA,KARIARA,KIMAKIA,4,MOH,-0.771423,36.763212
3,GACIIKA DISP,2417,CENTRAL,THIKA,GATUNDU,KIGANJO,GACHIKATHIKA,4,MOH,-0.972523,36.77253
181,LANGATA WOMENS PRISONS HEALTH CENTRE,97,NAIROBI,NAIROBI,KIBERA,MUGUMOINI,BOMAS,9,MOH,-1.31862,36.77503
70,LANGATA HEALTH CENTRE,141,NAIROBI,NAIROBI,KIBERA,MUGUMOINI,BOMAS,3,MOH,-1.31814,36.7783
3,BELLEVUE SUB HEALTH CENTRE,442,CENTRAL,NYERI,KIENI WEST,GATARAKWA,KAMARIKI,4,MOH,-0.221133,36.781122
42,KAREMENO DISP,3146,CENTRAL,NYERI,KIENI WEST,MUGUNDA,KAREMENO,4,MOH,-0.12324,36.781123
46,MUNYUINI DISP,4746,CENTRAL,THIKA,GATUNDU,NDARUGU,MUNYUINI,4,MOH,-0.932312,36.782312
38,TUUM DISP,3068,RIFT VALLEY,SAMBURU,NYIRO,TUUM,TUUM,4,MOH,2.14624,36.7824
30,KAJIADO DISTRICT HOSPITAL,1553,RIFT VALLEY,KAJIADO,CENTRAL,TOWNSHIP,HOSPITALKAJIADO,1,MOH,-1.8526,36.7832
264,NATIONAL SPINAL INJURY HOSP.,163,NAIROBI,NAIROBI,WESTLANDS,KILIMANI,KILIMANINAIROBI,8,MOH,-1.28872,36.7833
4,GAKOE HC,2425,CENTRAL,THIKA,KAMWANGI,GITHOBOKONI,GAKOE,3,MOH,-0.875356,36.7836
21,KARATU HEALTH CENTRE,236,CENTRAL,THIKA,GATUNDU,NDARUGU,MUNYUINI,3,MOH,-0.928727,36.7836
239,KIBERA FP & MATERNITY HOME,2643,NAIROBI,NAIROBI,KIBERA,KIBERA,MAKINA,7,MOH,-1.30566,36.78454
50,NDUNDU DISPENSARY,222,CENTRAL,THIKA,GATUNDU,KIGANJO,NDUNDU,4,MOH,-0.962196,36.785
4,BARAGOI SUB-DISTRICT HOSPITAL,2123,RIFT VALLEY,SAMBURU,BARAGOI,BARAGOI,BARAGOI,1,MOH,1.79106,36.788
13,GITHUNGURI HEALTH CENTRE,233,CENTRAL,KIAMBU,GITHUNGURI,GITHUNGURI,KANJAI,3,MOH,-1.05339,36.788
37,OL PEJETA DISP,2387,RIFT VALLEY,LAIKIPIA,LAMURIA,SIRIMA,WITHARE,4,MOH,0.073666,36.79
7,GATHANGA DISP,931,CENTRAL,KIAMBU,KIAMBAA,WAGUTHU,GATHANGA,4,MOH,-1.182312,36.791234
17,ITURAMIRA DISP,0,CENTRAL,THIKA,GATUNDU,KIGANJO,NDUNDU,4,MOH,-0.957674,36.7913
8,ENDARASHA HEALTH CENTRE,509,CENTRAL,NYERI,KIENI WEST,ENDARASHA,ENDARASHA,3,MOH,-0.307348,36.7948
20,KAMUNYAKA DISP,0,CENTRAL,THIKA,KAMWANGI,GITHOBOKONI,GACHEGE,4,MOH,-0.897066,36.7972
0,KANDERENDU DISP,0,CENTRAL,MARAGUA,KIGUMO,KANGARI,MAKOMBOKI,4,MOH,-0.781589,36.797738
127,ULINZI HOUSE MIR DISP,99,NAIROBI,NAIROBI,WESTLANDS,KILIMANI,KILIMANINAIROBI,4,MOH,-1.28994,36.79868
124,STATE HOUSE DISP,124,NAIROBI,NAIROBI,WESTLANDS,KILIMANI,KILIMANINAIROBI,4,MOH,-1.28435,36.79915
48,MIGAA DISP,321,CENTRAL,KIAMBU,KIAMBAA,CIANDA,CIANDA,4,MOH,-1.12,36.8
88,WENDIGA DISP,3869,CENTRAL,NYERI,KIENI WEST,ENDARASHA,CHARITY,4,MOH,-0.291235,36.80123
16,KAARIA DISP,0,CENTRAL,KIAMBU,KIAMBAA,NDUMBERI,NDUMBERI,4,MOH,-1.14234,36.801234
88,MBAGATHI DISTRICT HOSPITAL,154,NAIROBI,NAIROBI,DAGORETTI,KENYATTA/GOLF COURSE,GOLF COURSE,1,MOH,-1.307925,36.802242
2,GACHEGE DISP,2420,CENTRAL,THIKA,KAMWANGI,GITHOBOKONI,GACHEGE,4,MOH,-0.903212,36.802321
286,THE NAIROBI HOSPICE,0,NAIROBI,NAIROBI,DAGORETTI,KENYATTA/GOLF COURSE,KENYATTA,8,MOH,-1.30121,36.80512
126,UHURU AP CAMP DISP,3333,NAIROBI,NAIROBI,DAGORETTI,KENYATTA/GOLF COURSE,KENYATTA,4,MOH,-1.29582,36.80617
63,KENYATTA NATIONAL HOSPITAL,157,NAIROBI,NAIROBI,DAGORETTI,KENYATTA/GOLF COURSE,KENYATTA,2,MOH,-1.300876,36.806388
136,WILSON AIRPORT DISP,3337,NAIROBI,NAIROBI,KIBERA,NAIROBI WEST,NAIROBI WEST,4,MOH,-1.30921,36.80738
38,MATAARA DISP,387,CENTRAL,THIKA,KAMWANGI,GITUAMBA,MATAARA,4,MOH,-0.881236,36.8076
47,NDAKAINI DISP,0,CENTRAL,THIKA,GATANGA,KIGORO,NDAKAINI,4,MOH,-0.806607,36.8085
23,KIARUTARA DISP,0,CENTRAL,THIKA,KAMWANGI,GITUAMBA,MATAARA,4,MOH,-0.856359,36.8085
49,NGATATAEK DISP,1527,RIFT VALLEY,KAJIADO,NAMANGA,BISSIL,BISSIL,4,MOH,-2.27793,36.8099
68,LADY NORTH HEALTH CENTRE,2647,NAIROBI,NAIROBI,WESTLANDS,KILIMANI,KILIMANINAIROBI,3,MOH,-1.28551,36.81064
193,NAIROBI WEST PRISON HEALTH CENTRE,3338,NAIROBI,NAIROBI,KIBERA,NAIROBI WEST,NAIROBI WEST,9,MOH,-1.3112,36.81505
40,KIRATINA DISP,0,CENTRAL,KIAMBU,GITHUNGURI,KOMOTHAI,KARATINA,4,MOH,-1.03614,36.8203
24,KARIA DISP,210,CENTRAL,KIAMBU,KIAMBAA,WAGUTHU,NGEGU,4,MOH,-1.174213,36.82123
20,ILBISSIL HEALTH CENTRE,0,RIFT VALLEY,KAJIADO,NAMANGA,BISSIL,BISSIL,3,MOH,-2.11477,36.822
215,CHEST CLINIC,9,NAIROBI,NAIROBI,CENTRAL,STAREHE,CITY SQUARE,8,MOH,-1.28894,36.82251
67,KICC DISP,134,NAIROBI,NAIROBI,CENTRAL,STAREHE,CITY SQUARE,4,MOH,-1.28704,36.8228
48,NDARUGU DISP,0,CENTRAL,THIKA,KAMWANGI,GITHOBOKONI,NJAHI,4,MOH,-0.929631,36.8234
31,KABAGE DISP,457,CENTRAL,NYERI,TETU,MAHOYA,KABAGE,4,MOH,-0.402778,36.8239
119,SPECIAL STD DISP,122,NAIROBI,NAIROBI,CENTRAL,STAREHE,CITY CENTRE,4,MOH,-1.27904,36.82471
47,NAMANGA HEALTH CENTRE,1548,RIFT VALLEY,KAJIADO,NAMANGA,NAMANGA,NAMANGA,3,MOH,-2.50889,36.8258
34,KIGUMO HEALTH CENTRE,237,CENTRAL,KIAMBU,GITHUNGURI,KOMOTHAI,KARATINA,3,MOH,-1.031082,36.82658
74,LOCO HEALTH CENTRE,98,NAIROBI,NAIROBI,MAKADARA,VIWANDANI,LANDI MAWE,3,MOH,-1.29131,36.82667
9,GIATHIEKO DISP,0,CENTRAL,KIAMBU,GITHUNGURI,IKINU,RIUKI,4,MOH,-1.09883,36.8279
29,KIAMBU DISTRICT HOSPITAL,251,CENTRAL,KIAMBU,KIAMBAA,KIAMBAA S/AREA,TOWNSHIPKIAMBAA,1,MOH,-1.16938,36.82993
50,TUTHU SUB HEALTH CENTRE,386,CENTRAL,MURANGA,KANGEMA,KIRURI,TUTHU,3,MOH,-0.6667,36.831081
40,INDUSTRIAL AREA PRISON HEALTH CENTRE,0,NAIROBI,NAIROBI,MAKADARA,VIWANDANI,LANDI MAWE,3,MOH,-1.29805,36.83661
94,NAIROBI SOUTH B HEALTH CENTRE,39,NAIROBI,NAIROBI,MAKADARA,MUKURU NYAYO,NAIROBI SOUTH,3,MOH,-1.309483,36.836938
47,KIANDONGORO DISP,464,CENTRAL,NYERI,TETU,TETU,KIRURUMI,4,MOH,-0.451351,36.83784
17,ICHICHI DISP,322,CENTRAL,MURANGA,KANGEMA,KIRURI,ICHICHI,4,MOH,-0.704469,36.8387
1,ANMER DISP,190,CENTRAL,KIAMBU,KIAMBAA,KAMITI,ANMER,4,MOH,-1.137387,36.84009
28,ISINYA HEALTH CENTRE,1543,RIFT VALLEY,KAJIADO,CENTRAL,OLTUROTO,KISAJUCENTRAL,3,MOH,-1.61715,36.8407
53,WANJERERE DISP,374,CENTRAL,MURANGA,MATHIOYA,RWATHIA,WANJERERE,4,MOH,-0.651234,36.84123
26,OPIROI DISP,3064,RIFT VALLEY,SAMBURU,KIRISIA,OPIROI,OPIROI,4,MOH,1.19421,36.8415
6,BARSALOI DISP,2101,RIFT VALLEY,SAMBURU,KIRISIA,BARSALOI,BARSALOI,4,MOH,1.4362,36.8419
5,BISSEL HEALTH CENTRE,1540,RIFT VALLEY,KAJIADO,NAMANGA,BISSIL,BISSIL,3,MOH,-2.201375,36.842032
87,MATHARI MENTAL HOSPITAL,160,NAIROBI,NAIROBI,CENTRAL,MATHARE,MATHARE,1,MOH,-1.259489,36.844302
28,KIAMBAA DISP,0,CENTRAL,KIAMBU,KIAMBAA,KAMITI,ANMER,4,MOH,-1.13999,36.8456
1,GACHARAGENI DISP,305,CENTRAL,MURANGA,MATHIOYA,NJUMBI,KIAMUTURI,4,MOH,-0.61184,36.8478
13,KANGARI DISP,330,CENTRAL,MARAGUA,KIGUMO,KANGARI,KANGARI,4,MOH,-0.781234,36.851234
73,SAJILONI DISP,1537,RIFT VALLEY,KAJIADO,CENTRAL,SAJILONI,SAJILONI,4,MOH,-1.880526,36.85326
130,UTALII COLLEGE DISP,2641,NAIROBI,NAIROBI,KASARANI,RUARAKA,UTALII,4,MOH,-1.25503,36.85362
51,KIRURUMI DISP,3148,CENTRAL,NYERI,TETU,TETU,KIRURUMI,4,MOH,-0.435484,36.8544
5,GATARA DISP,352,CENTRAL,MURANGA,KANGEMA,KIRURI,ICHICHI,4,MOH,-0.72,36.86
11,GATURA HEALTH CENTRE,376,CENTRAL,THIKA,GATANGA,KARIARA,GATURATHIKA,3,MOH,-0.853212,36.861235
20,GITUGI DISP,450,CENTRAL,NYERI,OTHAYA,MAHIGA,GITUGINYERI,4,MOH,-0.517025,36.8629
21,KAIRO DISP,327,CENTRAL,MURANGA,MATHIOYA,KIRU,KAIRO,4,MOH,-0.610663,36.8629
71,NJOGUINI DISP,3545,CENTRAL,NYERI,TETU,MAHOYA,THATHANYERI,4,MOH,-0.40045,36.863964
58,NGEWA HEALTH CENTRE,243,CENTRAL,KIAMBU,GITHUNGURI,NGEWA,NYAGA,3,MOH,-1.092343,36.863964
99,NYS HEALTH CENTRE,106,NAIROBI,NAIROBI,KASARANI,RUARAKA,UTALII,3,MOH,-1.24995,36.86425
100,NYS PUBLIC HEALTH,4381,NAIROBI,NAIROBI,KASARANI,RUARAKA,UTALII,3,MOH,-1.24995,36.86425
15,LAMURIA DISP,1693,RIFT VALLEY,LAIKIPIA,LAMURIA,LAMURIA,LAMURIALAIKIPIA,4,MOH,-0.136919,36.866
14,KIRIMON DISP,0,RIFT VALLEY,LAIKIPIA,RUMURUTI,SOSIAN,KIRIMONLAIKIPIA,4,MOH,0.735814,36.8681
37,KIMATHI DISP,0,CENTRAL,KIAMBU,GITHUNGURI,NGEWA,KIMATHIKIAMBU,4,MOH,-1.1077,36.8684
59,NYAGA HEALTH CENTRE,0,CENTRAL,KIAMBU,GITHUNGURI,NGEWA,NYAGA,3,MOH,-1.10326,36.8716
103,P & T MCH DISP,110,NAIROBI,NAIROBI,KASARANI,RUARAKA,MATHARE NORTH,4,MOH,-1.247265,36.872106
2,AMBONI DISP,441,CENTRAL,NYERI,KIENI WEST,MWEIGA,AMBONI,4,MOH,-0.331019,36.874537
8,KIRIMUN DISP,2104,RIFT VALLEY,SAMBURU,LORROKI,KIRIMON,KIRIMONSAMBURU,4,MOH,0.798232,36.8775
68,COFFEE RESEARCH STATION DISP,194,CENTRAL,THIKA,RUIRU,RUIRU,RUIRUTHIKA,9,MOH,-1.102321,36.882321
36,KAIRUTHI DISP,4372,CENTRAL,NYERI,OTHAYA,IRIA-INI,KAIRUTHIIRIANI,4,MOH,-0.532433,36.882433
25,KANYENYAINI DISP,331,CENTRAL,MURANGA,KANGEMA,KANYENYAINI,KANYENYAINI,4,MOH,-0.686016,36.8829
26,IHURIRIO DISP,454,CENTRAL,NYERI,OTHAYA,IRIA-INI,IHURIRIO,4,MOH,-0.554411,36.883322
68,NDUGAMANO DISP,84,CENTRAL,NYERI,TETU,THEGENGE,NDUGAMANO,4,MOH,-0.489695,36.8858
